Title,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent
Split,"$278,454,358","$138,291,365",49.70%,"$140,162,993",50.30%
The Bourne Legacy,"$276,144,750","$113,203,870",41%,"$162,940,880",59%
Mr. Peabody & Sherman,"$275,698,039","$111,506,430",40.40%,"$164,191,609",59.60%
Lincoln,"$275,293,450","$182,207,973",66.20%,"$93,085,477",33.80%
Tomb Raider,"$274,650,803","$58,250,803",21.20%,"$216,400,000",78.80%
The Expendables,"$274,470,394","$103,068,524",37.60%,"$171,401,870",62.40%
Cloudy with a Chance of Meatballs 2,"$274,325,949","$119,793,567",43.70%,"$154,532,382",56.30%
Grown Ups,"$271,430,189","$162,001,186",59.70%,"$109,429,003",40.30%
Neighbors,"$270,665,134","$150,157,400",55.50%,"$120,507,734",44.50%
We're the Millers,"$269,994,119","$150,394,119",55.70%,"$119,600,000",44.30%
Epic,"$268,426,634","$107,518,682",40.10%,"$160,907,952",59.90%
Exodus: Gods and Kings,"$268,175,631","$65,014,513",24.20%,"$203,161,118",75.80%
Knight and Day 2010 Re-release,"$261,930,436","$76,423,035",29.20%,"$185,507,401",70.80%
Terminator: Dark Fate,"$261,119,292","$62,253,077",23.80%,"$198,866,215",76.20%
The Lone Ranger,"$260,502,115","$89,302,115",34.30%,"$171,200,000",65.70%
Super 8,"$260,095,986","$127,004,179",48.80%,"$133,091,807",51.20%
Mojin: The Lost Legend,"$259,368,448","$1,243,810",0.50%,"$258,124,638",99.50%
Blade Runner 2049,"$259,239,658","$92,054,159",35.50%,"$167,185,499",64.50%
Parasite,"$258,704,857","$53,369,749",20.60%,"$205,335,108",79.40%
Kung Fu Yoga,"$257,743,016","$362,657",0.10%,"$257,380,359",99.90%
Annabelle,"$257,047,661","$84,273,813",32.80%,"$172,773,848",67.20%
Encanto,"$256,786,742","$96,093,622",37.40%,"$160,693,120",62.60%
Lost in Hong Kong,"$256,283,912","$1,302,281",0.50%,"$254,981,631",99.50%
Us,"$256,022,707","$175,084,580",68.40%,"$80,938,127",31.60%
Pegasus,"$255,863,112",-,-,"$255,863,112",100%
Halloween,"$255,485,178","$159,342,015",62.40%,"$96,143,163",37.60%
Get Out,"$255,407,969","$176,040,665",68.90%,"$79,367,304",31.10%
Baahubali 2: The Conclusion,"$254,158,390","$20,186,659",7.90%,"$233,971,731",92.10%
Men in Black: International,"$253,890,701","$80,001,807",31.50%,"$173,888,894",68.50%
X-Men: Dark Phoenix,"$252,442,974","$65,845,974",26.10%,"$186,597,000",73.90%
True Grit,"$252,276,927","$171,243,005",67.90%,"$81,033,922",32.10%
Dolittle,"$251,410,631","$77,047,065",30.60%,"$174,363,566",69.40%
American Hustle,"$251,171,807","$150,117,807",59.80%,"$101,054,000",40.20%
The Bad Guys,"$250,162,278","$97,233,630",38.90%,"$152,928,648",61.10%
Journey to the West: The Demons Strike Back,"$247,585,244","$880,346",0.40%,"$246,704,898",99.60%
Glass,"$246,999,039","$111,048,468",45%,"$135,950,571",55%
Grown Ups 2,"$246,984,278","$133,668,525",54.10%,"$113,315,753",45.90%
The Peanuts Movie,"$246,233,113","$130,178,411",52.90%,"$116,054,702",47.10%
Rango,"$245,724,603","$123,477,607",50.30%,"$122,246,996",49.70%
Teenage Mutant Ninja Turtles: Out of the Shadows,"$245,623,848","$82,051,601",33.40%,"$163,572,247",66.60%
Dark Shadows,"$245,527,149","$79,727,149",32.50%,"$165,800,000",67.50%
The Bravest,"$245,179,562","$290,217",0.10%,"$244,889,345",99.90%
Pixels,"$244,874,809","$78,747,585",32.20%,"$166,127,224",67.80%
Hercules,"$244,819,862","$72,688,614",29.70%,"$172,131,248",70.30%
After Earth,"$243,611,982","$60,522,097",24.80%,"$183,089,885",75.20%
Daddy's Home,"$242,786,137","$150,357,137",61.90%,"$92,429,000",38.10%
RoboCop,"$242,688,965","$58,607,007",24.10%,"$184,081,958",75.90%
Alien: Covenant,"$240,891,763","$74,262,031",30.80%,"$166,629,732",69.20%
Sully,"$240,797,623","$125,070,033",51.90%,"$115,727,590",48.10%
Assassin's Creed,"$240,697,856","$54,647,948",22.70%,"$186,049,908",77.30%
Legend of Deification,"$240,646,355","$214,670",<0.1%,"$240,431,685",99.90%
Resident Evil: Retribution,"$240,159,255","$42,345,531",17.60%,"$197,813,724",82.40%
Bullet Train,"$239,268,602","$103,368,602",43.20%,"$135,900,000",56.80%
Planes,"$239,258,712","$90,288,712",37.70%,"$148,970,000",62.30%
Crazy Rich Asians,"$238,532,921","$174,532,921",73.20%,"$64,000,000",26.80%
Gulliver's Travels,"$237,382,724","$42,779,261",18%,"$194,603,463",82%
Silver Linings Playbook,"$236,412,453","$132,092,958",55.90%,"$104,319,495",44.10%
Hidden Figures,"$235,956,898","$169,607,287",71.90%,"$66,349,611",28.10%
Spy,"$235,666,219","$110,825,712",47%,"$124,840,507",53%
American Reunion,"$234,989,584","$57,011,521",24.30%,"$177,978,063",75.70%
Alvin and the Chipmunks: The Road Chip,"$234,798,636","$85,886,987",36.60%,"$148,911,649",63.40%
The Imitation Game,"$233,555,708","$91,125,683",39%,"$142,430,025",61%
Cruella,"$233,503,234","$86,103,234",36.90%,"$147,400,000",63.10%
The Girl with the Dragon Tattoo,"$232,617,430","$102,515,793",44.10%,"$130,101,637",55.90%
Argo,"$232,325,503","$136,025,503",58.50%,"$96,300,000",41.50%
Annabelle Comes Home,"$231,252,591","$74,152,591",32.10%,"$157,100,000",67.90%
The Heat,"$229,930,771","$159,582,188",69.40%,"$70,348,583",30.60%
Ghostbusters,"$229,147,509","$128,350,574",56%,"$100,796,935",44%
Goodbye Mr. Loser,"$228,122,928","$1,293,626",0.60%,"$226,829,302",99.40%
Paddington 2,"$227,978,523","$40,891,591",17.90%,"$187,086,932",82.10%
The Green Hornet,"$227,817,248","$98,780,042",43.40%,"$129,037,206",56.60%
Youth,"$227,091,290","$1,891,956",0.80%,"$225,199,334",99.20%
Baby Driver,"$226,945,087","$107,825,862",47.50%,"$119,119,225",52.50%
Immortals,"$226,904,017","$83,504,017",36.80%,"$143,400,000",63.20%
Percy Jackson & the Olympians: The Lightning Thief,"$226,497,209","$88,768,303",39.20%,"$137,728,906",60.80%
Lightyear,"$226,425,420","$118,307,188",52.20%,"$108,118,232",47.80%
Hansel & Gretel: Witch Hunters,"$226,349,749","$55,703,475",24.60%,"$170,646,274",75.40%
Better Days,"$225,918,798","$1,921,657",0.90%,"$223,997,141",99.10%
Valerian and the City of a Thousand Planets,"$225,874,228","$41,189,488",18.20%,"$184,684,740",81.80%
Ford v Ferrari,"$225,508,210","$117,624,357",52.20%,"$107,883,853",47.80%
The Social Network,"$224,920,315","$96,962,694",43.10%,"$127,957,621",56.90%
Non-Stop,"$222,809,600","$92,168,600",41.40%,"$130,641,000",58.60%
"My Country, My Parents","$221,831,086","$177,133",<0.1%,"$221,653,953",99.90%
Geostorm,"$221,600,160","$33,700,160",15.20%,"$187,900,000",84.80%
Jungle Cruise,"$220,889,446","$116,987,516",53%,"$103,901,930",47%
Inferno,"$220,021,259","$34,343,574",15.60%,"$185,677,685",84.40%
Green Lantern,"$219,851,172","$116,601,172",53%,"$103,250,000",47%
Little Women,"$218,843,645","$108,101,214",49.40%,"$110,742,431",50.60%
Captain Phillips,"$218,791,811","$107,100,855",49%,"$111,690,956",51%
Jack Reacher,"$218,340,595","$80,070,736",36.70%,"$138,269,859",63.30%
The Emoji Movie,"$217,776,646","$86,089,513",39.50%,"$131,687,133",60.50%
Too Cool to Kill,"$217,254,604","$185,882",<0.1%,"$217,068,722",99.90%
Dracula Untold,"$217,124,280","$56,280,355",25.90%,"$160,843,925",74.10%
Central Intelligence,"$216,972,543","$127,440,871",58.70%,"$89,531,672",41.30%
The Help,"$216,639,112","$169,708,112",78.30%,"$46,931,000",21.70%
Valentine's Day,"$216,485,654","$110,485,654",51%,"$106,000,000",49%
Bad Teacher,"$216,197,492","$100,292,856",46.40%,"$115,904,636",53.60%
Smile,"$216,135,048","$105,935,048",49%,"$110,200,000",51%
A Little Red Flower,"$216,000,000",-,-,"$216,000,000",100%
The Croods: A New Age,"$215,905,815","$58,568,815",27.10%,"$157,337,000",72.90%
Ted 2,"$215,863,606","$81,476,385",37.70%,"$134,387,221",62.30%
The Sorcerer's Apprentice,"$215,283,742","$63,150,991",29.30%,"$152,132,751",70.70%
Just Go with It,"$214,945,591","$103,028,109",47.90%,"$111,917,482",52.10%
The Expendables 3,"$214,657,577","$39,322,544",18.30%,"$175,335,033",81.70%
Creed II,"$214,215,889","$115,715,889",54%,"$98,500,000",46%
Smallfoot,"$214,040,103","$83,240,103",38.90%,"$130,800,000",61.10%
Into the Woods,"$212,902,372","$128,002,372",60.10%,"$84,900,000",39.90%
Bridget Jones's Baby,"$211,952,420","$24,252,420",11.40%,"$187,700,000",88.60%
Battle Los Angeles,"$211,819,354","$83,552,429",39.40%,"$128,266,925",60.60%
Fury,"$211,817,906","$85,817,906",40.50%,"$126,000,000",59.50%
Due Date,"$211,780,824","$100,539,043",47.50%,"$111,241,781",52.50%
Nice View,"$211,019,042",-,-,"$211,019,042",100%
Horrible Bosses,"$209,838,559","$117,538,559",56%,"$92,300,000",44%
Us and Them,"$209,221,380",-,-,"$209,221,380",100%
Tomorrowland,"$209,035,668","$93,436,322",44.70%,"$115,599,346",55.30%
Me Before You,"$208,314,186","$56,245,075",27%,"$152,069,111",73%
Safe House,"$208,076,205","$126,373,434",60.70%,"$81,702,771",39.30%
Paranormal Activity 3,"$207,039,844","$104,028,807",50.20%,"$103,011,037",49.80%
The Conjuring: The Devil Made Me Do It,"$206,401,480","$65,631,050",31.80%,"$140,770,430",68.20%
Raging Fire,"$205,842,393","$385,305",0.20%,"$205,457,088",99.80%
London Has Fallen,"$205,754,447","$62,524,260",30.40%,"$143,230,187",69.60%
Journey to the West,"$205,637,183","$18,058",<0.1%,"$205,619,125",100%
White House Down,"$205,366,737","$73,103,784",35.60%,"$132,262,953",64.40%
Birds of Prey,"$205,308,611","$84,158,461",41%,"$121,150,150",59%
A Dog's Purpose,"$205,035,819","$64,508,620",31.50%,"$140,527,199",68.50%
Eat Pray Love,"$204,594,016","$80,574,010",39.40%,"$124,020,006",60.60%
Ghostbusters: Afterlife,"$204,334,455","$129,360,575",63.30%,"$74,973,880",36.70%
DC League of Super-Pets,"$203,857,117","$93,657,117",45.90%,"$110,200,000",54.10%
Yogi Bear,"$203,509,374","$100,246,011",49.30%,"$103,263,363",50.70%
Everest,"$203,427,584","$43,482,270",21.40%,"$159,945,314",78.60%
Arrival,"$203,388,186","$100,546,139",49.40%,"$102,842,047",50.60%
Need for Speed,"$203,277,636","$43,577,636",21.40%,"$159,700,000",78.60%
The Addams Family,"$203,044,905","$100,044,905",49.30%,"$103,000,000",50.70%
Straight Outta Compton,"$201,634,991","$161,197,785",79.90%,"$40,437,206",20.10%
21 Jump Street,"$201,585,328","$138,447,667",68.70%,"$63,137,661",31.30%
Percy Jackson: Sea of Monsters,"$199,850,315","$68,559,554",34.30%,"$131,290,761",65.70%
RED,"$199,006,387","$90,380,162",45.40%,"$108,626,225",54.60%
Shock Wave 2,"$198,921,659",-,-,"$198,921,659",100%
Total Recall,"$198,467,168","$58,877,969",29.70%,"$139,589,199",70.30%
The Island,"$198,326,350","$670,883",0.30%,"$197,655,467",99.70%
The Impossible,"$198,087,212","$19,019,882",9.60%,"$179,067,330",90.40%
Lost in Thailand,"$197,757,387","$57,387",<0.1%,"$197,700,000",100%
Christopher Robin,"$197,744,377","$99,215,042",50.20%,"$98,529,335",49.80%
Jack the Giant Slayer,"$197,687,603","$65,187,603",33%,"$132,500,000",67%
Smurfs: The Lost Village,"$197,183,546","$45,020,282",22.80%,"$152,163,264",77.20%
Chinese Doctors,"$197,143,218",-,-,"$197,143,218",100%
The Other Woman,"$196,710,396","$83,911,193",42.70%,"$112,799,203",57.30%
The Vow,"$196,114,570","$125,014,030",63.70%,"$71,100,540",36.30%
The Shape of Water,"$195,333,312","$63,859,435",32.70%,"$131,473,877",67.30%
Rocketman,"$195,320,400","$96,368,160",49.30%,"$98,952,240",50.70%
The BFG,"$195,243,411","$55,483,770",28.40%,"$139,759,641",71.60%
Downton Abbey,"$194,694,725","$96,853,865",49.70%,"$97,840,860",50.30%
The Intern,"$194,564,672","$75,764,672",38.90%,"$118,800,000",61.10%
Gnomeo & Juliet,"$193,967,670","$99,967,670",51.50%,"$94,000,000",48.50%
The Monkey King 2,"$193,678,298","$709,982",0.40%,"$192,968,316",99.60%
Weathering with You,"$193,337,225","$8,056,636",4.20%,"$185,280,589",95.80%
The Equalizer,"$192,330,738","$101,530,738",52.80%,"$90,800,000",47.20%
The Lego Movie 2: The Second Part,"$192,306,508","$105,806,508",55%,"$86,500,000",45%
Sheep Without a Shepherd,"$191,602,146",-,-,"$191,602,146",100%
The Lost City,"$190,844,029","$105,344,029",55.20%,"$85,500,000",44.80%
The Equalizer 2,"$190,400,157","$102,084,362",53.60%,"$88,315,795",46.40%
The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.30%,"$188,786,919",99.70%
Breakup Buddies,"$189,017,596","$777,896",0.40%,"$188,239,700",99.60%
Abominable,"$188,623,517","$60,716,390",32.20%,"$127,907,127",67.80%
The Secret Life of Walter Mitty,"$188,133,322","$58,236,838",31%,"$129,896,484",69%
Project Gutenberg,"$188,116,796",-,-,"$188,116,796",100%
12 Years a Slave,"$187,733,202","$56,671,993",30.20%,"$131,061,209",69.80%
Mr. Popper's Penguins,"$187,361,754","$68,224,452",36.40%,"$119,137,302",63.60%
Jian Bing Man,"$186,683,536",-,-,"$186,683,536",100%
Hugo,"$185,770,160","$73,864,507",39.80%,"$111,905,653",60.20%
The Lion King 2011 3D Release,"$185,542,001","$94,242,001",50.80%,"$91,300,000",49.20%
Pitch Perfect 3,"$185,400,345","$104,897,530",56.60%,"$80,502,815",43.40%
Hop,"$183,953,723","$108,085,305",58.80%,"$75,868,418",41.20%
Bad Moms,"$183,936,074","$113,257,297",61.60%,"$70,678,777",38.40%
Jupiter Ascending,"$183,887,723","$47,387,723",25.80%,"$136,500,000",74.20%
Stand by Me Doraemon,"$183,442,714",-,-,"$183,442,714",100%
The Hitman's Bodyguard,"$183,415,183","$75,468,583",41.10%,"$107,946,600",58.90%
Storks,"$183,388,953","$72,679,278",39.60%,"$110,709,675",60.40%
Mirror Mirror,"$183,018,522","$64,935,167",35.50%,"$118,083,355",64.50%
From Vegas to Macau III,"$181,732,879",-,-,"$181,732,879",100%
Cliff Walkers,"$181,325,565","$152,972",<0.1%,"$181,172,593",99.90%
Daddy's Home 2,"$180,613,180","$104,029,443",57.60%,"$76,583,737",42.40%
Hacksaw Ridge,"$180,563,636","$67,209,615",37.20%,"$113,354,021",62.80%
The Post,"$179,769,457","$81,903,458",45.60%,"$97,865,999",54.40%
The Dictator,"$179,379,533","$59,650,222",33.30%,"$119,729,311",66.70%
Allegiant,"$179,246,868","$66,184,051",36.90%,"$113,062,817",63.10%
Baywatch,"$177,856,751","$58,060,186",32.60%,"$119,796,565",67.40%
War Horse,"$177,584,879","$79,884,879",45%,"$97,700,000",55%
Paranormal Activity 2,"$177,512,032","$84,752,907",47.70%,"$92,759,125",52.30%
The Butler,"$177,313,795","$116,632,095",65.80%,"$60,681,700",34.20%
The Descendants,"$177,243,185","$82,584,160",46.60%,"$94,659,025",53.40%
The A-Team,"$177,238,796","$77,222,099",43.60%,"$100,016,697",56.40%
Looper,"$176,506,819","$66,486,205",37.70%,"$110,020,614",62.30%
Serial (Bad) Weddings,"$176,404,493",-,-,"$176,404,493",100%
Ip Man 4: The Finale,"$176,345,966","$3,956,031",2.20%,"$172,389,935",97.80%
The Monkey King Havoc in Heavens Palace,"$175,835,580",-,-,"$175,835,580",100%
Cowboys & Aliens,"$174,822,325","$100,240,551",57.30%,"$74,581,774",42.70%
The Mule,"$174,804,407","$103,804,407",59.40%,"$71,000,000",40.60%
One Piece Film: Red,"$174,494,853","$12,775,324",7.30%,"$161,719,529",92.70%
Identity Thief,"$173,965,010","$134,506,920",77.30%,"$39,458,090",22.70%
The Nutcracker and the Four Realms,"$173,961,069","$54,858,851",31.50%,"$119,102,218",68.50%
In Time,"$173,930,596","$37,520,095",21.60%,"$136,410,501",78.40%
Operation Mekong,"$173,839,072","$800,012",0.50%,"$173,039,060",99.50%
Creed,"$173,567,581","$109,767,581",63.20%,"$63,800,000",36.80%
Gemini Man,"$173,469,516","$48,546,770",28%,"$124,922,746",72%
The Girl on the Train,"$173,185,859","$75,395,035",43.50%,"$97,790,824",56.50%
The Grand Budapest Hotel,"$172,936,941","$59,301,324",34.30%,"$113,635,617",65.70%
Jackass 3D,"$171,685,792","$117,229,692",68.30%,"$54,456,100",31.70%
Spies in Disguise,"$171,616,764","$66,757,013",38.90%,"$104,859,751",61.10%
John Wick: Chapter 2,"$171,539,887","$92,029,184",53.60%,"$79,510,703",46.40%
Anchorman 2: The Legend Continues,"$171,464,676","$125,168,368",73%,"$46,296,308",27%
Nope,"$171,235,592","$123,277,080",72%,"$47,958,512",28%
Chinese Zodiac,"$170,525,083",-,-,"$170,525,083",100%
The Other Guys,"$170,458,922","$119,219,978",69.90%,"$51,238,944",30.10%
Olympus Has Fallen,"$170,270,201","$98,925,640",58.10%,"$71,344,561",41.90%
Zookeeper,"$169,852,759","$80,360,843",47.30%,"$89,491,916",52.70%
Dumb and Dumber To,"$169,837,010","$86,208,010",50.80%,"$83,629,000",49.20%
Ghost in the Shell,"$169,801,921","$40,563,557",23.90%,"$129,238,364",76.10%
Wonder Woman 1984,"$169,602,006","$46,801,036",27.60%,"$122,800,970",72.40%
The Suicide Squad,"$168,657,565","$55,817,425",33.10%,"$112,840,140",66.90%
Insidious: The Last Key,"$167,885,588","$67,745,330",40.40%,"$100,140,258",59.60%
Fantastic Four,"$167,882,881","$56,117,548",33.40%,"$111,765,333",66.60%
Unstoppable,"$167,805,466","$81,562,942",48.60%,"$86,242,524",51.40%
Magic Mike,"$167,739,368","$113,721,571",67.80%,"$54,017,797",32.20%
Morbius,"$167,460,961","$73,865,530",44.10%,"$93,595,431",55.90%
Ticket to Paradise,"$167,133,845","$68,136,535",40.80%,"$98,997,310",59.20%
Jujutsu Kaisen 0: The Movie,"$166,745,261","$34,542,754",20.70%,"$132,202,507",79.30%
Bridge of Spies,"$165,478,348","$72,313,754",43.70%,"$93,164,594",56.30%
The Muppets,"$165,184,237","$88,631,237",53.70%,"$76,553,000",46.30%
The Huntsman: Winter's War,"$164,989,338","$48,390,190",29.30%,"$116,599,148",70.70%
From Vegas to Macau II,"$163,877,532",-,-,"$163,877,532",100%
Space Jam: A New Legacy,"$163,732,928","$70,592,228",43.10%,"$93,140,700",56.90%
The Magnificent Seven,"$162,360,636","$93,432,655",57.50%,"$68,927,981",42.50%
Jack Reacher: Never Go Back,"$162,146,076","$58,697,076",36.20%,"$103,449,000",63.80%
Insidious: Chapter 2,"$161,919,318","$83,586,447",51.60%,"$78,332,871",48.40%
Limitless,"$161,849,455","$79,249,455",49%,"$82,600,000",51%
Flight,"$161,772,375","$93,772,375",58%,"$68,000,000",42%
Into the Storm,"$161,502,194","$47,602,194",29.50%,"$113,900,000",70.50%
Unbroken,"$161,459,297","$115,637,895",71.60%,"$45,821,402",28.40%
The Black Phone,"$161,204,742","$89,887,230",55.80%,"$71,317,512",44.20%
The Sacrifice,"$161,047,608",-,-,"$161,047,608",100%
The Predator,"$160,542,134","$51,024,708",31.80%,"$109,517,426",68.20%
"Three Billboards Outside Ebbing, Missouri","$160,192,031","$54,513,740",34%,"$105,678,291",66%
Underworld: Awakening,"$160,112,671","$62,321,039",38.90%,"$97,791,632",61.10%
Johnny English Reborn,"$160,078,586","$8,305,970",5.20%,"$151,772,616",94.80%
Step Up 3D,"$159,291,809","$42,400,223",26.60%,"$116,891,586",73.40%
Happy Feet Two,"$159,196,259","$64,006,466",40.20%,"$95,189,793",59.80%
Johnny English Strikes Again,"$158,970,776","$4,412,170",2.80%,"$154,558,606",97.20%
Focus,"$158,762,963","$53,862,963",33.90%,"$104,900,000",66.10%
Goosebumps,"$158,260,952","$80,080,379",50.60%,"$78,180,573",49.40%
Final Destination 5,"$157,887,643","$42,587,643",27%,"$115,300,000",73%
Don't Breathe,"$157,761,002","$89,217,875",56.60%,"$68,543,127",43.40%
Hustlers,"$157,563,598","$104,963,598",66.60%,"$52,600,000",33.40%
The Matrix Resurrections,"$157,297,525","$37,686,805",24%,"$119,610,720",76%
The Book of Eli,"$157,107,755","$94,835,059",60.40%,"$62,272,696",39.60%
Ip Man 3,"$156,954,938","$2,679,437",1.70%,"$154,275,501",98.30%
The Climbers,"$156,892,866","$487,157",0.30%,"$156,405,709",99.70%
This Means War,"$156,491,279","$54,760,791",35%,"$101,730,488",65%
The Hateful Eight,"$155,760,117","$54,117,416",34.70%,"$101,642,701",65.30%
Escape Room,"$155,712,077","$57,005,601",36.60%,"$98,706,476",63.40%
The Monuments Men,"$155,641,650","$78,031,620",50.10%,"$77,610,030",49.90%
The Accountant,"$155,160,045","$86,260,045",55.60%,"$68,900,000",44.40%
Lone Survivor,"$154,802,912","$125,095,601",80.80%,"$29,707,311",19.20%
Yesterday,"$154,608,668","$73,286,650",47.40%,"$81,322,018",52.60%
Ride Along,"$154,468,902","$134,938,200",87.40%,"$19,530,702",12.60%
The Town,"$154,026,136","$92,186,262",59.90%,"$61,839,874",40.10%
Peter Rabbit 2: The Runaway,"$153,901,717","$40,501,717",26.30%,"$113,400,000",73.70%
House of Gucci,"$153,265,946","$53,809,574",35.10%,"$99,456,372",64.90%
Monkey King: Hero Is Back,"$153,262,397",-,-,"$153,262,397",100%
Tower Heist,"$152,930,623","$78,046,570",51%,"$74,884,053",49%
Duckweed,"$152,894,264","$471,575",0.30%,"$152,422,689",99.70%
Date Night,"$152,263,880","$98,711,404",64.80%,"$53,552,476",35.20%
Jackass Presents: Bad Grandpa,"$151,826,547","$102,003,019",67.20%,"$49,823,528",32.80%
47 Ronin,"$151,783,839","$38,362,475",25.30%,"$113,421,364",74.70%
Midnight in Paris,"$151,672,318","$56,817,045",37.50%,"$94,855,273",62.50%
Red Sparrow,"$151,572,634","$46,874,505",30.90%,"$104,698,129",69.10%
Darkest Hour,"$150,847,207","$56,468,410",37.40%,"$94,378,797",62.60%
Gods of Egypt,"$150,680,864","$31,153,464",20.70%,"$119,527,400",79.30%
A Writer's Odyssey,"$150,123,320","$160,013",0.10%,"$149,963,307",99.90%
I Am Number Four,"$149,878,437","$55,100,437",36.80%,"$94,778,000",63.20%
Jack and Jill,"$149,673,788","$74,158,157",49.50%,"$75,515,631",50.50%
Friends with Benefits,"$149,542,245","$55,802,754",37.30%,"$93,739,491",62.70%
No Strings Attached,"$149,228,077","$70,662,220",47.40%,"$78,565,857",52.60%
Lights Out,"$148,868,835","$67,268,835",45.20%,"$81,600,000",54.80%
The Secret World of Arrietty,"$148,800,274","$19,202,743",12.90%,"$129,597,531",87.10%
King Arthur: Legend of the Sword,"$148,675,066","$39,175,066",26.30%,"$109,500,000",73.70%
RED 2,"$148,075,565","$53,262,560",36%,"$94,813,005",64%
The Angry Birds Movie 2,"$147,792,047","$41,667,116",28.20%,"$106,124,931",71.80%
Arthur Christmas,"$147,419,472","$46,462,469",31.50%,"$100,957,003",68.50%
Source Code,"$147,332,697","$54,712,227",37.10%,"$92,620,470",62.90%
Planes: Fire & Rescue,"$146,965,787","$59,165,787",40.30%,"$87,800,000",59.70%
The Last Witch Hunter,"$146,936,910","$27,367,660",18.60%,"$119,569,250",81.40%
The Boss Baby 2: Family Business,"$146,745,280","$57,300,280",39%,"$89,445,000",61%
Angel Has Fallen,"$146,661,977","$69,030,436",47.10%,"$77,631,541",52.90%
Mama,"$146,428,180","$71,628,180",48.90%,"$74,800,000",51.10%
Time Raiders,"$145,819,137",-,-,"$145,819,137",100%
The Foreigner,"$145,374,099","$34,393,507",23.70%,"$110,980,592",76.30%
"Crazy, Stupid, Love.","$145,051,197","$84,351,197",58.20%,"$60,700,000",41.80%
The Invisible Man,"$144,492,724","$70,410,000",48.70%,"$74,082,724",51.30%
PAW Patrol: The Movie,"$144,327,371","$40,127,371",27.80%,"$104,200,000",72.20%
Pete's Dragon,"$143,695,338","$76,233,151",53.10%,"$67,462,187",46.90%
More Than Blue,"$142,958,164","$722,669",0.50%,"$142,235,495",99.50%
Paranormal Activity 4,"$142,802,657","$53,885,000",37.70%,"$88,917,657",62.30%
Power Rangers,"$142,337,240","$85,364,450",60%,"$56,972,790",40%
New Year's Eve,"$142,044,638","$54,544,638",38.40%,"$87,500,000",61.60%
Onward,"$141,940,042","$61,555,145",43.40%,"$80,384,897",56.60%
The Taking of Tiger Mountain,"$141,654,055","$228,984",0.20%,"$141,425,071",99.80%
Trainwreck,"$140,795,793","$110,212,700",78.30%,"$30,583,093",21.70%
Sausage Party,"$140,705,322","$97,685,686",69.40%,"$43,019,636",30.60%
Girls Trip,"$140,552,359","$115,171,585",81.90%,"$25,380,774",18.10%
Step Up Revolution,"$140,470,746","$35,074,677",25%,"$105,396,069",75%
Lion,"$140,312,928","$51,738,905",36.90%,"$88,574,023",63.10%
Where the Crawdads Sing,"$140,230,760","$90,230,760",64.30%,"$50,000,000",35.70%
Legend of the Guardians: The Owls of Ga'Hoole,"$140,073,390","$55,675,313",39.70%,"$84,398,077",60.30%
Scream,"$140,041,405","$81,641,405",58.30%,"$58,400,000",41.70%
The Wolfman,"$139,789,765","$61,979,680",44.30%,"$77,810,085",55.70%
Mr. Six,"$139,191,345","$1,415,450",1%,"$137,775,895",99%
The Admiral: Roaring Currents,"$138,342,258","$2,589,811",1.90%,"$135,752,447",98.10%
Let's Be Cops,"$138,224,951","$82,390,774",59.60%,"$55,834,177",40.40%
Escape Plan,"$137,328,301","$25,135,965",18.30%,"$112,192,336",81.70%
Death on the Nile,"$137,307,235","$45,630,104",33.20%,"$91,677,131",66.80%
The First Purge,"$137,056,262","$69,488,745",50.70%,"$67,567,517",49.30%
Annie,"$136,853,506","$85,911,262",62.80%,"$50,942,244",37.20%
The Best Exotic Marigold Hotel,"$136,836,156","$46,412,041",33.90%,"$90,424,115",66.10%
How Long Will I Love U,"$136,796,719","$746,933",0.50%,"$136,049,786",99.50%
Skiptrace,"$136,579,287",-,-,"$136,579,287",100%
Contagion,"$136,515,867","$75,658,097",55.40%,"$60,857,770",44.60%
Tom & Jerry,"$136,497,537","$46,536,687",34.10%,"$89,960,850",65.90%
The Wind Rises,"$136,454,220","$5,209,580",3.80%,"$131,244,640",96.20%
The Bounty Hunter,"$136,333,522","$67,061,228",49.20%,"$69,272,294",50.80%
Saw 3D,"$136,150,434","$45,710,178",33.60%,"$90,440,256",66.40%
Unknown,"$135,710,029","$63,686,397",46.90%,"$72,023,632",53.10%
Jack Ryan: Shadow Recruit,"$135,503,748","$50,577,412",37.30%,"$84,926,336",62.70%
American Made,"$134,866,593","$51,342,000",38.10%,"$83,524,593",61.90%
Wall Street: Money Never Sleeps,"$134,748,021","$52,474,616",38.90%,"$82,273,405",61.10%
Last Vegas,"$134,402,450","$63,914,167",47.60%,"$70,488,283",52.40%
Point Break,"$133,718,711","$28,782,481",21.50%,"$104,936,230",78.50%
The Big Short,"$133,440,870","$70,259,870",52.70%,"$63,181,000",47.30%
The Artist,"$133,432,856","$44,671,682",33.50%,"$88,761,174",66.50%
Zero Dark Thirty,"$132,820,716","$95,720,716",72.10%,"$37,100,000",27.90%
A Wrinkle in Time,"$132,675,864","$100,478,608",75.70%,"$32,197,256",24.30%
Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002",39.10%,"$80,789,928",60.90%
Be Somebody,"$132,326,332",-,-,"$132,326,332",100%
